foundation_name,program_name,fiscal_year,description,target_org_types,target_issues,target_regions,amount_min_jpy,amount_max_jpy,amount_note,deadline,deadline_month_recurring,application_method,requires_registration,requires_legal_entity,min_operation_years,total_applicants_recent,total_adopted_recent,adoption_rate_pct,grant_url,pdf_url,status,data_completeness,data_source
つなぐいのち基金,2026年つなぐ助成（公益財団法人つなぐいのち基金助成金 ）,2026,,すべて対象,その他,,,,,2026-06-15,6,,,,,,,,https://fields.canpan.info/grant/detail/2441,,active,partial,CANPAN
日本フィランソロピック財団,第4回「臼井伸二未来へつなぐ基金～子どもの居場所提供支援～」,2026,,事業プロジェクト,子ども・青少年,,,,,2026-06-29,6,,,,,,,,https://fields.canpan.info/grant/detail/2440,,active,partial,CANPAN
アーツカウンシル東京,2026年度 第2期 地域芸術文化活動応援助成,2026,,事業プロジェクト、その他,地域コミュニティ|文化・芸術,,,,,2026-06-17,6,,,,,,,,https://fields.canpan.info/grant/detail/2439,,active,partial,CANPAN
公益推進協会,第1回 ロータス福祉未来基金,2026,,事業プロジェクト,その他,,,,,2026-07-31,7,,,,,,,,https://fields.canpan.info/grant/detail/2438,,upcoming,partial,CANPAN
公益推進協会,緩和ケア普及推進基金（2026年）,2026,,事業プロジェクト,その他,,,,,2026-07-10,7,,,,,,,,https://fields.canpan.info/grant/detail/2437,,active,partial,CANPAN
全日本冠婚葬祭互助協会,全互協奨学金基金（2027年度募集）,2026,,その他,その他,,,,,2026-10-15,10,,,,,,,,https://fields.canpan.info/grant/detail/2436,,upcoming,partial,CANPAN
日本フィランソロピック財団,第1回「秋田ノーザンハピネッツ グローカル・スタートアップ支援基金」,2026,,事業プロジェクト、その他,その他,,,,,2026-05-31,5,,,,,,,,https://fields.canpan.info/grant/detail/2435,,active,partial,CANPAN
全日本冠婚葬祭互助協会,全互協奨学金基金（2027年度募集）,2026,,その他,その他,,,,,2026-10-15,10,,,,,,,,https://fields.canpan.info/grant/detail/2434,,upcoming,partial,CANPAN
全日本冠婚葬祭互助協会,第28回2026(令和8)年度社会貢献基金,2026,,事業プロジェクト,その他,,,,,2027-01-31,1,,,,,,,,https://fields.canpan.info/grant/detail/2433,,upcoming,partial,CANPAN
Soil,Soil 100 for START LINE OSAKA（2026年度）,2026,,事業プロジェクト、その他,その他,,,,,2026-05-05,5,,,,,,,,https://fields.canpan.info/grant/detail/2432,,upcoming,partial,CANPAN
ホームスタート・ジャパン,住民寄り添い型伴走支援の社会資源開発モデル事業,2026,,事業プロジェクト,その他,,,,,2027-03-31,3,,,,,,,,https://fields.canpan.info/grant/detail/2431,,active,partial,CANPAN
公益推進協会,まほろば基金（奈良県内の自然環境保全活動助成）,2026,,事業プロジェクト、その他,環境・気候変動,,,,,2026-06-05,6,,,,,,,,https://fields.canpan.info/grant/detail/2430,,active,partial,CANPAN
みてね基金,「みてね基金」第五期 ステップアップ助成,2026,,事業プロジェクト、組織運営支援,その他,,,,,2026-06-17,6,,,,,,,,https://fields.canpan.info/grant/detail/2429,,active,partial,CANPAN
チャリティーサンタ,【子ども支援団体向け】本寄贈プログラム（2026年度）,2026,,事業プロジェクト、その他,子ども・青少年,,,,,2026-07-01,7,,,,,,,,https://fields.canpan.info/grant/detail/1711,,active,partial,CANPAN
パブリックリソース財団,2026年度 フコク生命 THE MUTUAL基金,2026,,事業プロジェクト,その他,,,,,2026-06-30,6,,,,,,,,https://fields.canpan.info/grant/detail/2428,,active,partial,CANPAN
パブリックリソース財団,2026年度 野村グループ基金「みらい助成プログラム」,2026,,事業プロジェクト,その他,,,,,2026-06-05,6,,,,,,,,https://fields.canpan.info/grant/detail/2418,,active,partial,CANPAN
アーツカウンシル東京,2026年度 東京芸術文化鑑賞サポート助成,2026,,事業プロジェクト、その他,文化・芸術,,,,,2026-04-22,4,,,,,,,,https://fields.canpan.info/grant/detail/2425,,active,partial,CANPAN
アーツカウンシル東京,2026年度 第1回 「スタートアップ助成」,2026,,事業プロジェクト、その他,その他,,,,,2026-05-21,5,,,,,,,,https://fields.canpan.info/grant/detail/2424,,active,partial,CANPAN
ちゅうでん教育振興財団,2026年度 ちゅうでん教育振興助成（高等専門学校の部）,2026,,調査・研究、事業プロジェクト、その他,教育・学習支援,,,,,2026-12-10,12,,,,,,,,https://fields.canpan.info/grant/detail/2102,,active,partial,CANPAN
ちゅうでん教育振興財団,2026年度 第26回ちゅうでん教育振興助成,2026,,その他,教育・学習支援,,,,,2026-06-12,6,,,,,,,,https://fields.canpan.info/grant/detail/2066,,active,partial,CANPAN
ホソカワ粉体工学振興財団,2026年度粉体工学に関するシンポジウム等開催の援助,2026,,調査・研究,その他,,,,,2026-06-26,6,,,,,,,,https://fields.canpan.info/grant/detail/2423,,active,partial,CANPAN
ホソカワ粉体工学振興財団,2026年度粉体工学に関する研究のための研究費助成（研究助成）,2026,,調査・研究,その他,,,,,2026-06-26,6,,,,,,,,https://fields.canpan.info/grant/detail/2422,,active,partial,CANPAN
ホソカワ粉体工学振興財団,2026年度粉体工学に関する研究者育成の援助（研究育成）,2026,,調査・研究,その他,,,,,2026-06-26,6,,,,,,,,https://fields.canpan.info/grant/detail/2421,,active,partial,CANPAN
ホソカワ粉体工学振興財団,2026年度粉体工学に関する優れた研究業績に対するホソカワ研究奨励賞,2026,,調査・研究,その他,,,,,2026-06-26,6,,,,,,,,https://fields.canpan.info/grant/detail/2420,,active,partial,CANPAN
日本ナショナル・トラスト協会,2026年度　第22期ナショナル・トラスト活動助成,2026,,その他,その他,,,,,2027-03-31,3,,,,,,,,https://fields.canpan.info/grant/detail/2419,,active,partial,CANPAN
日本フィランソロピック財団,第４回「未来の介護基金」,2026,,調査・研究、事業プロジェクト,高齢者・介護,,,,,2026-05-29,5,,,,,,,,https://fields.canpan.info/grant/detail/2417,,active,partial,CANPAN
マツダ財団,第42回（2026年度）マツダ財団研究助成　ー青少年健全育成関係ー,2026,,調査・研究,子ども・青少年,,,,,2026-06-14,6,,,,,,,,https://fields.canpan.info/grant/detail/2249,,active,partial,CANPAN
丸紅基金,2026年度(第52回)丸紅基金社会福祉助成金,2026,,調査・研究、事業プロジェクト、施設・設備、その他,その他,,,,,2026-06-30,6,,,,,,,,https://fields.canpan.info/grant/detail/2242,,active,partial,CANPAN
日本フィランソロピック財団,第3回「がん研究フロンティア基金」研究助成,2026,,調査・研究,その他,,,,,2026-06-09,6,,,,,,,,https://fields.canpan.info/grant/detail/2416,,active,partial,CANPAN
SMBCグループ財団,2026年度 お世話やUSHIBA基金～若者の依存症と心の健康を支援～,2026,,調査・研究、事業プロジェクト、組織運営支援、施設・設備,医療・保健,,,,,2026-05-29,5,,,,,,,,https://fields.canpan.info/grant/detail/2414,,active,partial,CANPAN
アジア・コミュニティ・センター21（ACC21）,2026年度「アジア留学生インターン受入れ助成プログラム」,2026,,調査・研究、事業プロジェクト,その他,,,,,2026-06-19,6,,,,,,,,https://fields.canpan.info/grant/detail/2413,,active,partial,CANPAN
みずほ福祉助成財団,みずほ福祉助成財団　2026年度社会福祉助成金,2026,,調査・研究、事業プロジェクト、施設・設備、その他,その他,,,,,2026-07-03,7,,,,,,,,https://fields.canpan.info/grant/detail/2272,,active,partial,CANPAN
国立研究開発法人　科学技術振興機構　社会技術研究開発センター,ケアが根づく社会システム,2026,,調査・研究、事業プロジェクト,その他,,,,,2026-06-03,6,,,,,,,,https://fields.canpan.info/grant/detail/2412,,active,partial,CANPAN
国立研究開発法人　科学技術振興機構　社会技術研究開発センター,SDGsの達成に向けた共創的研究開発プログラム （ソリューション創出フェーズ）,2026,,調査・研究、事業プロジェクト,その他,,,,,2026-06-03,6,,,,,,,,https://fields.canpan.info/grant/detail/2411,,active,partial,CANPAN
公益推進協会,浅井スクスク基金,2026,,事業プロジェクト、その他,その他,,,,,2026-05-22,5,,,,,,,,https://fields.canpan.info/grant/detail/1924,,active,partial,CANPAN
トヨタ財団,2026年度トヨタ財団研究助成プログラム「つながりがデザインする未来の社会システム」,2026,,調査・研究、事業プロジェクト,その他,,,,,2026-06-05,6,,,,,,,,https://fields.canpan.info/grant/detail/2241,,active,partial,CANPAN
ニッポンハム食の未来財団,2026年度　災害時等における救援活動支援助成,2026,,事業プロジェクト,その他,,,,,2027-03-31,3,,,,,,,,https://fields.canpan.info/grant/detail/2410,,active,partial,CANPAN
都市緑化機構,第46回　緑の都市賞,2026,,事業プロジェクト、施設・設備、その他,まちづくり,,,,,2026-06-30,6,,,,,,,,https://fields.canpan.info/grant/detail/2407,,active,partial,CANPAN
都市緑化機構,第37回　緑の環境プラン大賞,2026,,施設・設備,環境・気候変動,,,,,2026-06-30,6,,,,,,,,https://fields.canpan.info/grant/detail/2406,,active,partial,CANPAN
トヨタ財団,トヨタ財団 2026年度国際助成プログラム,2026,,事業プロジェクト、その他,国際協力,,,,,2026-05-30,5,,,,,,,,https://fields.canpan.info/grant/detail/2239,,active,partial,CANPAN
松の花基金,令和８年度　社会福祉法人　松の花基金　知的障害者向け助成金,2026,,調査・研究、施設・設備,障害者支援,,,,,2026-08-31,8,,,,,,,,https://fields.canpan.info/grant/detail/2404,,active,partial,CANPAN
お金をまわそう基金,2026年度　お金をまわそう基金助成事業（第11期1回目）,2026,,事業プロジェクト,その他,,,,,2026-01-26,1,,,,,,,,https://fields.canpan.info/grant/detail/2393,,active,partial,CANPAN
サウンドハウスこどものみらい財団,こどものみらい基金,2026,,事業プロジェクト、組織運営支援、施設・設備,その他,,,,,2026-01-30,1,,,,,,,,https://fields.canpan.info/grant/detail/1877,,active,partial,CANPAN
公益推進協会,E&Hサポート基金（桜川市農業支援助成・宿泊費及び環境整備費補助）,2026,,その他,環境・気候変動,,,,,2025-11-21,11,,,,,,,,https://fields.canpan.info/grant/detail/2312,,active,partial,CANPAN
公益推進協会,菅井グリーン基金～生活困難世帯に対するサポート活動への助成～,2026,,事業プロジェクト、その他,その他,,,,,2025-11-07,11,,,,,,,,https://fields.canpan.info/grant/detail/2049,,active,partial,CANPAN
日本対がん協会,がん患者支援活動助成　－希望をともに育むプロジェクト－,2026,,事業プロジェクト,その他,,,,,2025-09-08,9,,,,,,,,https://fields.canpan.info/grant/detail/2333,,active,partial,CANPAN
草の根市民基金・ぐらん運営委員会,草の根市民基金・ぐらん,2026,,すべて対象,その他,,,,,2025-09-29,9,,,,,,,,https://fields.canpan.info/grant/detail/2318,,upcoming,partial,CANPAN
日工組社会安全研究財団,大規模災害発生時における防犯活動緊急支援助成,2026,,事業プロジェクト,その他,,,,,2025-07-15,7,,,,,,,,https://fields.canpan.info/grant/detail/2301,,active,partial,CANPAN
パタゴニア・インターナショナルインク 日本支社,パタゴニア環境助成金プログラム,2026,,事業プロジェクト,環境・気候変動,,,,,2025-06-19,6,,,,,,,,https://fields.canpan.info/grant/detail/1820,,active,partial,CANPAN
アーツカウンシル東京,2025年度 東京芸術文化鑑賞サポート助成,2026,,事業プロジェクト、その他,文化・芸術,,,,,2025-04-30,4,,,,,,,,https://fields.canpan.info/grant/detail/2257,,active,partial,CANPAN
ニッポンハム食の未来財団,2025年度 災害時等における救援活動支援助成,2026,,事業プロジェクト,その他,,,,,2025-04-01,4,,,,,,,,https://fields.canpan.info/grant/detail/2238,,active,partial,CANPAN
お金をまわそう基金,お金をまわそう基金助成事業（第9期2回目）,2026,,事業プロジェクト,その他,,,,,2024-09-30,9,,,,,,,,https://fields.canpan.info/grant/detail/2155,,active,partial,CANPAN
日本フィランソロピック財団,「臼井伸二未来へつなぐ基金 ～児童養護施設等出身者の住居確保支援～」,2026,,その他,子ども・青少年,,,,,2024-07-03,7,,,,,,,,https://fields.canpan.info/grant/detail/1949,,active,partial,CANPAN
コングラント株式会社,【NPO必見】IT導入補助金の活用で寄付決済システム利用料の最大1/2が補助,2026,,すべて対象,その他,,,,,2024-06-19,6,,,,,,,,https://fields.canpan.info/grant/detail/1961,,active,partial,CANPAN
国交省,平成28年度スマートウェルネス拠点整備事業の募集,2026,,施設・設備,その他,,,,,2023-10-13,10,,,,,,,,https://fields.canpan.info/grant/detail/946,,active,partial,CANPAN
朝日新聞厚生文化事業団,「発達障がい」とともに生きる豊かな地域応援助成,2026,,調査・研究、事業プロジェクト、組織運営支援、施設・設備,地域コミュニティ,,,,,2023-10-02,10,,,,,,,,https://fields.canpan.info/grant/detail/1999,,active,partial,CANPAN
公益財団法人 かめのり財団,多文化共生地域ネットワーク支援事業　事業助成,2026,,調査・研究、事業プロジェクト,外国人・多文化共生|地域コミュニティ|文化・芸術,,,,,2023-10-02,10,,,,,,,,https://fields.canpan.info/grant/detail/1987,,active,partial,CANPAN
お金をまわそう基金,お金をまわそう基金助成事業（第８期3回目）,2026,,事業プロジェクト,その他,,,,,2023-09-04,9,,,,,,,,https://fields.canpan.info/grant/detail/1990,,active,partial,CANPAN
アジア農村交流協会,2023年度　アジアの農村指導者育成事業助成,2026,,調査・研究、事業プロジェクト、組織運営支援,農山漁村・地方創生,,,,,2023-06-05,6,,,,,,,,https://fields.canpan.info/grant/detail/1607,,active,partial,CANPAN
日本IDDMネットワーク,1型糖尿病 患者・家族会設立助成金 随時募集のお知らせ,2026,,組織運営支援,その他,,,,,2023-05-18,5,,,,,,,,https://fields.canpan.info/grant/detail/1937,,active,partial,CANPAN
日本IDDMネットワーク,1型糖尿病の根絶を目指す研究課題 随時募集のお知らせ,2026,,調査・研究,その他,,,,,2023-05-17,5,,,,,,,,https://fields.canpan.info/grant/detail/1936,,active,partial,CANPAN
公益財団法人 かめのり財団,多文化共生地域ネットワーク支援事業　事業助成,2026,,調査・研究、事業プロジェクト,外国人・多文化共生|地域コミュニティ|文化・芸術,,,,,2022-11-18,11,,,,,,,,https://fields.canpan.info/grant/detail/1867,,upcoming,partial,CANPAN
財団法人都市農山漁村活性化機構,令和2年度森林・山村多面的機能発揮対策交付金（東京都・埼玉県・神奈川県）,2026,,事業プロジェクト,その他,,,,,2020-07-10,7,,,,,,,,https://fields.canpan.info/grant/detail/1573,,active,partial,CANPAN
（公財）セゾン文化財団,現代演劇・舞踏対象公募プログラム2020,2026,,事業プロジェクト,その他,,,,,2019-09-12,9,,,,,,,,https://fields.canpan.info/grant/detail/190,,active,partial,CANPAN
（公社）企業メセナ協議会,助成認定制度,2026,,事業プロジェクト,その他,,,,,2019-08-02,8,,,,,,,,https://fields.canpan.info/grant/detail/528,,active,partial,CANPAN
（公社）企業メセナ協議会,2021 芸術・文化による社会創造ファンド,2026,,調査・研究、事業プロジェクト,文化・芸術,,,,,2019-08-02,8,,,,,,,,https://fields.canpan.info/grant/detail/770,,active,partial,CANPAN
（一財）民間都市開発推進機構,令和元年度「クラウドファンディング型まちづくりファンド」に係る募集,2026,,調査・研究、事業プロジェクト、施設・設備、その他,まちづくり,,,,,2019-06-24,6,,,,,,,,https://fields.canpan.info/grant/detail/1160,,active,partial,CANPAN
（公財）中央競馬馬主社会福祉財団,平成31年度施設整備等助成,2026,,施設・設備,その他,,,,,2019-03-19,3,,,,,,,,https://fields.canpan.info/grant/detail/231,,active,partial,CANPAN
（株）ラッシュジャパン （LUSH）,FunD（ファンド）福島の子ども支援プログラム,2026,,事業プロジェクト、その他,子ども・青少年,,,,,2019-02-18,2,,,,,,,,https://fields.canpan.info/grant/detail/298,,active,partial,CANPAN
（株）ラッシュジャパン （LUSH）,LUSHチャリティバンク,2026,,事業プロジェクト,その他,,,,,2019-02-18,2,,,,,,,,https://fields.canpan.info/grant/detail/184,,active,partial,CANPAN
（一社）日本メイスン財団,助成金（福祉、医療、教育、芸術）,2026,,事業プロジェクト、施設・設備,教育・学習支援|医療・保健|文化・芸術,,,,,2018-12-14,12,,,,,,,,https://fields.canpan.info/grant/detail/436,,active,partial,CANPAN
日本財団,災害により被災された助成先の団体に対する助成,2026,,事業プロジェクト,その他,,,,,2018-10-26,10,,,,,,,,https://fields.canpan.info/grant/detail/1362,,active,partial,CANPAN
（公財）JKA,平成30年7月豪雨の被災地に対する支援,2026,,事業プロジェクト、組織運営支援、その他,その他,,,,,2018-08-02,8,,,,,,,,https://fields.canpan.info/grant/detail/1324,,active,partial,CANPAN
（一社）九州地域づくり協会,平成30年7月豪雨災害におけるボランティア活動への支援,2026,,組織運営支援、その他,その他,,,,,2018-08-02,8,,,,,,,,https://fields.canpan.info/grant/detail/1321,,active,partial,CANPAN
一般財団法人大竹財団,大竹財団助成金,2026,,事業プロジェクト,その他,,,,,2018-07-23,7,,,,,,,,https://fields.canpan.info/grant/detail/930,,active,partial,CANPAN
公益財団法人あしたの日本を創る協会,食品ロス削減全国運動　活動助成,2026,,事業プロジェクト、その他,食・フードバンク,,,,,2018-04-19,4,,,,,,,,https://fields.canpan.info/grant/detail/1282,,active,partial,CANPAN
公益財団法人ライフスポーツ財団,ライフキッズスポーツクラブ,2026,,事業プロジェクト,スポーツ,,,,,2018-04-16,4,,,,,,,,https://fields.canpan.info/grant/detail/1277,,active,partial,CANPAN
（公財）ライフスポーツ財団,財団推進事業,2026,,事業プロジェクト,その他,,,,,2017-04-18,4,,,,,,,,https://fields.canpan.info/grant/detail/303,,active,partial,CANPAN
（特）イーパーツ,イーパーツ寄贈プログラム,2026,,施設・設備、その他,その他,,,,,2017-02-24,2,,,,,,,,https://fields.canpan.info/grant/detail/312,,active,partial,CANPAN
（公財）東日本大震災復興支援財団,ユースアクション東北,2026,,事業プロジェクト,その他,,,,,2017-03-31,3,,,,,,,,https://fields.canpan.info/grant/detail/792,,active,partial,CANPAN
中小企業庁,平成28年度 「創業・第二創業促進補助金」（熊本地震関連）,2026,,すべて対象,その他,,,,,2016-04-24,4,,,,,,,,https://fields.canpan.info/grant/detail/933,,active,partial,CANPAN
ClearWaterProject,カワサポ,2026,,すべて対象,その他,,,,,2015-12-11,12,,,,,,,,https://fields.canpan.info/grant/detail/716,,active,partial,CANPAN
三澤了基金運営事務局／NPO法人DPI日本会議,次世代の障害当事者リーダー育成のために三澤了基金,2026,,調査・研究、事業プロジェクト、その他,障害者支援,,,,,2015-11-15,11,,,,,,,,https://fields.canpan.info/grant/detail/698,,active,partial,CANPAN
ETIC.,【2015年8月末〆切】最大5000万まで可能　西武ソーシャルビジネス成長応援融資「CHANGE」第8期募集,2026,,事業プロジェクト、組織運営支援、施設・設備,その他,,,,,2015-06-11,6,,,,,,,,https://fields.canpan.info/grant/detail/539,,active,partial,CANPAN
JapanGiving,JapanGiving（クラウドファンディング）,2026,,すべて対象,その他,,,,,2015-05-11,5,,,,,,,,https://fields.canpan.info/grant/detail/325,,active,partial,CANPAN
高松青年会議所,第29回人間力大賞エントリー募集,2026,,すべて対象,その他,,,,,2015-04-15,4,,,,,,,,https://fields.canpan.info/grant/detail/774,,active,partial,CANPAN
（公財）中央競馬馬主社会福祉財団,平成27年度施設整備等助成事業,2026,,施設・設備,その他,,,,,2015-04-04,4,,,,,,,,https://fields.canpan.info/grant/detail/313,,active,partial,CANPAN
コンサーベーション・アライアンス・ジャパン,アウトドア自然保護基金プログラム,2026,,事業プロジェクト,その他,,,,,2015-04-04,4,,,,,,,,https://fields.canpan.info/grant/detail/59,,active,partial,CANPAN
コミュニティビジネスサポートセンター,【NPO法人・社団法人も利用できる融資制度】女性・若者・シニア創業サポート事業,2026,,すべて対象,高齢者・介護|女性・ジェンダー,,,,,2014-06-05,6,,,,,,,,https://fields.canpan.info/grant/detail/609,,active,partial,CANPAN
CANPAN調べ,その他の助成制度データベース（参考情報）,2026,,その他,その他,,,,,2014-03-23,3,,,,,,,,https://fields.canpan.info/grant/detail/409,,active,partial,CANPAN
ラン・フォー・ピース協会,２０１３年度　オレンジマフラー　１０００本助成,2026,,事業プロジェクト,その他,,,,,2013-10-29,10,,,,,,,,https://fields.canpan.info/grant/detail/498,,active,partial,CANPAN
京都地域創造基金,きょうとNPO支援連携融資制度,2026,,すべて対象,その他,,,,,2013-07-05,7,,,,,,,,https://fields.canpan.info/grant/detail/431,,active,partial,CANPAN
FAAVO（ファーボ）,FAAVO（クラウドファンディング）,2026,,すべて対象,その他,,,,,2013-04-11,4,,,,,,,,https://fields.canpan.info/grant/detail/327,,active,partial,CANPAN
motion gallery（モーション・ギャラリー）,motion gallery（クラウドファンディング）,2026,,すべて対象,その他,,,,,2013-04-11,4,,,,,,,,https://fields.canpan.info/grant/detail/326,,active,partial,CANPAN
CAMPFIRE（キャンプファイア）,CAMPFIRE（クラウドファンディング）,2026,,すべて対象,その他,,,,,2013-04-10,4,,,,,,,,https://fields.canpan.info/grant/detail/324,,active,partial,CANPAN
沖縄県,沖縄県：「令和8年度県内大学等の研究成果活用に向けた可能性検討補...,2026,,,科学技術,,,4800000,,2026-04-21,4,,,,,,,,https://hojyokin-portal.jp/subsidies/75005,,active,partial,補助金ポータル
全国,「女性の就農環境改善・活躍推進事業」,2026,,,女性・ジェンダー|環境・気候変動|就労・雇用,,,3000000,,2026-04-24,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74993,,active,partial,補助金ポータル
茨城県,関東：「障がい者福祉助成金」（令和8年度）,2026,,,地域コミュニティ|まちづくり,,,250000,,2026-05-01,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74988,,active,partial,補助金ポータル
岡山県,岡山県：「中小企業等海外展開支援事業費補助金（海外出願支援事業）...,2026,,,国際協力,,,3000000,,2026-05-18,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74972,,active,partial,補助金ポータル
岡山県,岡山県：「中小企業等海外展開支援事業費補助金（海外出願支援事業）...,2026,,,国際協力,,,3000000,,2026-08-17,8,,,,,,,,https://hojyokin-portal.jp/subsidies/74971,,upcoming,partial,補助金ポータル
愛知県,愛知県長久手市：「令和8年度みんなでつくるまち活動補助金」,2026,,,地域コミュニティ|まちづくり,,,950000,,2026-04-27,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74967,,active,partial,補助金ポータル
群馬県,群馬県：「令和8年度ぐんまクロススタート補助金（起業支援金）」,2026,,,その他,,,2000000,,2026-04-15,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74965,,active,partial,補助金ポータル
茨城県,茨城県：「令和8年度茨城県依存症等対策支援事業補助金」,2026,,,地域コミュニティ|まちづくり,,,50000,,2026-05-22,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74954,,active,partial,補助金ポータル
愛媛県,愛媛県四国中央市：「インターンシップ事業実施奨励金」（令和8年度...,2026,,,医療・保健|就労・雇用,,,100000,,2026-04-01,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74920,,active,partial,補助金ポータル
広島県,広島県：「Go！ひろしま奨学金返済支援制度導入企業応援補助金」（...,2026,,,就労・雇用,,2026,2027,,2026-04-01,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74912,,active,partial,補助金ポータル
福井県,福井県：「男性育休促進企業奨励金」（令和8年度）,2026,,,環境・気候変動|就労・雇用,,,6000000,,2027-03-31,3,,,,,,,,https://hojyokin-portal.jp/subsidies/74910,,active,partial,補助金ポータル
山口県,山口県：「海外出願支援事業（中小企業等海外展開支援事業費補助金）...,2026,,,国際協力,,,3000000,,2026-05-12,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74874,,active,partial,補助金ポータル
鳥取県,鳥取県琴浦町：「中小企業ステップアップ支援補助金」（令和8年度）,2026,,,地域コミュニティ|まちづくり,,,200000,,2026-10-30,10,,,,,,,,https://hojyokin-portal.jp/subsidies/74844,,active,partial,補助金ポータル
千葉県,千葉県：「令和8年度千葉県中小事業者等向けスマート省エネ技術導入...,2026,,,科学技術,,,10000000,,2026-05-15,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74827,,active,partial,補助金ポータル
広島県,広島県江田島市：「令和8年度江田島市協働のまちづくり地域提案型活...,2026,,,地域コミュニティ|まちづくり|防災・減災|就労・雇用,,,500000,,2026-05-01,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74815,,active,partial,補助金ポータル
熊本県,熊本県玉名市：「地域づくりスタートアップ支援事業補助金」≪第1回...,2026,,,地域コミュニティ|まちづくり,,,200000,,2026-05-12,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74814,,active,partial,補助金ポータル
熊本県,熊本県玉名市：「地域づくりスタートアップ支援事業補助金」≪第2回...,2026,,,地域コミュニティ|まちづくり,,,200000,,2026-07-01,7,,,,,,,,https://hojyokin-portal.jp/subsidies/74813,,upcoming,partial,補助金ポータル
熊本県,熊本県玉名市：「地域づくりスタートアップ支援事業補助金」≪第3回...,2026,,,地域コミュニティ|まちづくり,,,200000,,2026-08-19,8,,,,,,,,https://hojyokin-portal.jp/subsidies/74812,,upcoming,partial,補助金ポータル
熊本県,熊本県玉名市：「地域づくりスタートアップ支援事業補助金」≪第4回...,2026,,,地域コミュニティ|まちづくり,,,200000,,2026-10-20,10,,,,,,,,https://hojyokin-portal.jp/subsidies/74811,,upcoming,partial,補助金ポータル
全国,「浅井スクスク基金」,2026,,,子ども・青少年|貧困・生活困窮|教育・学習支援|地域コミュニティ|まちづくり|食・フードバンク,,,500000,,2026-04-06,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74809,,active,partial,補助金ポータル
鹿児島,鹿児島県鹿屋市：「鹿屋市中小企業等物価高騰対策支援金」,2026,,,その他,,,1000000,,2026-06-01,6,,,,,,,,https://hojyokin-portal.jp/subsidies/74807,,upcoming,partial,補助金ポータル
沖縄県,沖縄県：「賃上げ・生産性向上緊急支援事業補助金」,2026,,,環境・気候変動|就労・雇用,,,10000000,,2026-04-30,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74806,,active,partial,補助金ポータル
全国,「NPO法人助成事業」,2026,,,障害者支援|地域コミュニティ|まちづくり,,,15000000,,2026-05-01,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74805,,active,partial,補助金ポータル
奈良県,奈良県：「令和8年度奈良県中小企業等海外展開支援事業（海外出願補...,2026,,,国際協力,,,3000000,,2026-04-28,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74799,,active,partial,補助金ポータル
福井県,福井県：「海外出願支援事業」（令和8年度）,2026,,,国際協力,,,3000000,,2026-05-11,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74794,,active,partial,補助金ポータル
和歌山,和歌山県：「和歌山県中小企業等海外出願支援事業」（令和8年度）,2026,,,国際協力,,,3000000,,2026-05-11,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74793,,active,partial,補助金ポータル
愛媛県,愛媛県松前町：「松前町中小企業等人材確保事業費補助金」,2026,,,就労・雇用,,,400000,,2026-05-01,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74789,,active,partial,補助金ポータル
東京都,東京都：「令和8年度プロジェクションマッピング等促進支援事業助成...,2026,,,地域コミュニティ|まちづくり,,,25000000,,2026-04-28,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74786,,active,partial,補助金ポータル
熊本県,熊本県：「未来につなぐふるさと応援事業（棚田地域活動支援事業）」...,2026,,,地域コミュニティ|まちづくり|科学技術,,,500000,,2026-04-30,4,,,,,,,,https://hojyokin-portal.jp/subsidies/74779,,unknown,partial,補助金ポータル
東京都,東京都：「令和8年度テレワーク定着強化奨励金」,2026,,,その他,,,400000,,2026-05-29,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74770,,upcoming,partial,補助金ポータル
千葉県,千葉県：「令和8年度千葉県業務用設備等脱炭素化促進事業補助金（省...,2026,,,その他,,,10000000,,2026-05-15,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74727,,active,partial,補助金ポータル
千葉県,千葉県：「令和8年度千葉県業務用設備等脱炭素化促進事業補助金（省...,2026,,,その他,,2026,2026,,2026-05-15,5,,,,,,,,https://hojyokin-portal.jp/subsidies/74726,,active,partial,補助金ポータル
